id,y
1255,99.18316
1256,110.8473
1257,92.05264
1258,95.02027
1259,112.26644
1260,94.33367
1263,112.14333
1267,78.20922
1268,113.50555
1271,94.737816
1272,112.32441
1274,103.17112
1275,95.334816
1276,112.315765
1277,92.29934
1279,93.05613
1281,93.563774
1282,94.48896
1283,112.42182
1285,113.32813
1286,92.04301
1289,112.37502
1296,114.18136
1299,94.380325
1301,93.18652
1306,93.33069
1307,93.999176
1308,91.96932
1313,112.315765
1314,95.55877
1315,112.37783
1316,93.11248
1317,112.31487
1319,92.8496
1323,93.47028
1324,102.59202
1325,94.3063
1328,102.035904
1329,92.49436
1330,112.651596
1331,93.59565
1332,102.067024
1337,93.8389
1338,114.07151
1339,92.49026
1340,112.95786
1343,113.715294
1347,103.03951
1348,92.729836
1349,104.2223
1352,92.91932
1354,94.316505
1359,110.27145
1360,93.68717
1363,112.37638
1364,95.28097
1365,102.89916
1366,96.44431
1372,94.00495
1375,101.14626
1376,94.06893
1378,92.278725
1379,114.18506
1380,93.62772
1381,101.91143
1384,113.84463
1387,95.37681
1388,112.380226
1392,78.18571
1394,103.36728
1395,93.13228
1396,112.369095
1398,92.41394
1399,112.369095
1400,92.20924
1401,92.65356
1403,95.302055
1404,114.17308
1406,112.369095
1407,93.75828
1408,112.365486
1410,78.2102
1412,112.37075
1413,93.7465
1415,94.734505
1420,112.365486
1422,113.69601
1423,111.22561
1424,112.365486
1425,94.036896
1426,78.2102
1427,94.55201
1429,93.212975
1430,112.379616
1431,93.824554
1432,102.87437
1434,114.118004
1437,94.08488
1438,104.8084
1440,114.1389
1441,113.53237
1442,92.77967
1444,112.39217
1445,95.77648
1446,103.63465
1448,95.445885
1453,93.626
1454,112.37075
1455,93.995384
1456,114.187035
1458,112.37075
1459,92.90855
1461,93.520294
1465,95.37681
1466,112.38448
1469,93.70263
1472,93.626
1474,94.22461
1477,114.00306
1479,112.56782
1482,92.80132
1483,78.20521
1487,93.713234
1488,112.81011
1490,112.38001
1492,113.45664
1494,114.21558
1496,103.48022
1497,92.77888
1499,95.0751
1502,93.348946
1507,114.21278
1508,92.91932
1509,112.58909
1511,92.69858
1512,114.10219
1513,114.20872
1514,104.34211
1518,112.38359
1519,92.031975
1522,112.409996
1524,78.20459
1527,92.77967
1529,92.6131
1532,103.09092
1536,112.44706
1537,114.21604
1539,100.98463
1542,112.37202
1543,94.06893
1544,103.3422
1545,78.20383
1550,93.824104
1551,113.56681
1554,111.7673
1556,106.59127
1559,91.96641
1560,78.207436
1562,94.15075
1566,91.93581
1567,112.377495
1569,102.61747
1570,114.21447
1571,112.47691
1574,92.91932
1578,105.91118
1580,93.45539
1583,114.17646
1584,92.91932
1585,114.14049
1586,93.541405
1587,112.39489
1588,91.91299
1590,114.212776
1592,101.612625
1596,114.13052
1598,112.35079
1599,93.77506
1604,114.20371
1606,99.6836
1607,93.7465
1608,103.27236
1609,114.21331
1611,93.95814
1613,94.95428
1616,91.94482
1619,112.39042
1620,97.123695
1621,112.3876
1622,94.57446
1625,113.62011
1627,114.213295
1629,112.831345
1634,93.25187
1636,93.44946
1638,102.887245
1639,92.90293
1641,93.98469
1643,92.934166
1644,107.63276
1645,114.215904
1646,93.56419
1647,112.07546
1648,93.03335
1652,93.45539
1653,112.37751
1656,109.88952
1658,93.77506
1659,112.39786
1661,93.682304
1663,93.7465
1664,113.53512
1665,93.63985
1666,106.59127
1667,102.83358
1668,78.206566
1669,104.71695
1670,92.96808
1672,112.39324
1674,112.86614
1677,112.81011
1678,93.29046
1679,112.542534
1680,93.8372
1683,102.88552
1686,102.883705
1687,113.9891
1689,112.96833
1690,92.250244
1691,114.2145
1692,112.391075
1693,92.91932
1695,95.17257
1696,93.626
1697,112.40876
1700,106.59127
1701,92.73028
1702,112.38879
1703,92.5572
1704,113.76732
1706,93.27126
1707,114.07924
1708,93.69699
1710,92.69825
1711,102.87211
1713,104.793785
1717,102.844765
1719,105.91118
1720,93.64547
1722,93.59722
1725,102.67417
1726,94.71865
1727,106.57079
1729,112.382706
1730,93.62317
1731,113.846016
1733,106.59128
1734,94.801506
1735,113.69601
1738,94.95428
1742,92.68253
1745,112.86614
1747,92.599846
1749,94.41218
1751,93.03059
1752,78.20106
1753,103.60484
1754,99.31049
1755,94.61581
1756,103.83929
1758,114.21112
1759,94.40867
1760,110.23371
1761,112.92861
1762,93.60426
1763,114.06986
1764,92.75066
1766,91.82937
1768,94.74477
1769,78.20608
1771,113.033295
1772,92.1748
1773,102.81794
1774,92.7409
1775,113.396996
1777,112.439384
1779,94.40867
1780,113.61278
1787,93.16218
1788,93.12742
1790,93.64333
1796,112.38409
1801,91.87922
1803,92.72465
1807,112.07409
1809,114.19004
1812,93.6921
1813,112.81
1814,94.815475
1815,114.20915
1816,96.8494
1818,94.71318
1820,93.007545
1821,114.21776
1822,94.16944
1825,92.881935
1826,102.85064
1828,93.33458
1831,102.74316
1836,114.2035
1837,92.248604
1841,94.42335
1844,100.19402
1848,92.79066
1851,100.73821
1852,95.45315
1853,93.95544
1854,112.38367
1856,93.78195
1859,114.18601
1860,93.579155
1861,78.1986
1863,102.86194
1865,94.7779
1866,100.7653
1867,93.548775
1868,92.619675
1872,95.0597
1879,93.58976
1880,102.73537
1882,94.55941
1885,102.873314
1887,104.552086
1888,92.05897
1890,113.41761
1894,94.469925
1895,102.360054
1896,92.35644
1897,112.712204
1900,113.205894
1901,92.09428
1902,114.19604
1905,93.76592
1906,109.25997
1912,103.451805
1915,94.49899
1916,102.722275
1917,93.19396
1918,102.86147
1920,78.197914
1923,93.47741
1924,102.81489
1925,94.460594
1930,114.21166
1932,112.37159
1933,93.23901
1934,114.00204
1935,91.94305
1940,78.209946
1941,93.71147
1942,112.37552
1943,94.8899
1944,91.80494
1945,114.11378
1948,114.21514
1949,93.736664
1952,94.79404
1954,93.435326
1955,112.36438
1958,93.61051
1959,78.19332
1960,114.06986
1963,93.94028
1965,93.3271
1968,102.68444
1969,95.329094
1971,94.53269
1972,112.7295
1973,92.76364
1975,92.10081
1977,92.10407
1978,95.50907
1979,112.37286
1981,92.08246
1982,113.93429
1987,112.4136
1988,92.06097
1993,93.09373
1997,92.661705
1999,93.01865
2001,94.611595
2002,114.21569
2003,93.52936
2004,78.19924
2006,112.373924
2007,91.96061
2009,112.754295
2010,93.64856
2013,93.22229
2018,78.19927
2022,105.70864
2024,112.94671
2025,94.17367
2026,108.69708
2030,113.38189
2031,93.61137
2032,103.451805
2033,92.94784
2035,94.21256
2036,112.37226
2037,93.00022
2040,94.667595
2043,114.18434
2044,111.14704
2046,100.65061
2054,114.20983
2055,94.159904
2056,113.61277
2059,93.396385
2060,92.09428
2062,94.80863
2063,114.18605
2066,94.469925
2067,113.94623
2072,113.356834
2073,113.11157
2074,96.68814
2075,114.17947
2076,93.11971
2080,92.37974
2082,92.09428
2085,112.322945
2087,114.142746
2091,111.708885
2092,94.03736
2093,113.61277
2098,93.44543
2101,114.06986
2102,96.66711
2103,78.209946
2105,100.72062
2106,93.70663
2107,114.188484
2110,93.01617
2114,93.68612
2115,112.37611
2117,78.21908
2118,91.87466
2119,102.631676
2120,93.53967
2122,95.846176
2123,112.366234
2126,95.36051
2127,104.014885
2128,94.02356
2129,112.159966
2132,110.88031
2135,104.24706
2138,93.43525
2139,114.21166
2141,113.89341
2142,92.35708
2146,94.60778
2151,114.00239
2157,102.99937
2159,113.96926
2162,93.647865
2164,114.21424
2167,91.843025
2168,112.51347
2171,93.892296
2173,95.564064
2174,102.329384
2175,92.26677
2178,93.53048
2180,95.22637
2185,112.38686
2189,93.373726
2190,114.08376
2192,101.87536
2194,114.21815
2200,114.18702
2201,93.36423
2203,112.3789
2204,93.2804
2205,114.1847
2209,114.19066
2213,103.05363
2214,95.467384
2215,114.13031
2216,93.357994
2218,94.32247
2219,109.40334
2220,93.64654
2222,91.85876
2223,112.39224
2225,112.90993
2226,93.030655
2230,93.69877
2233,114.076195
2234,114.1728
2235,93.2804
2236,78.20692
2237,92.07899
2240,114.21796
2241,92.844795
2248,102.864494
2249,91.8868
2250,113.69006
2252,112.411
2253,95.28751
2254,112.40118
2256,78.20731
2258,93.21323
2259,113.42984
2262,95.181725
2265,94.14928
2266,104.78835
2269,93.6153
2271,93.41236
2273,93.26693
2274,113.87437
2275,93.20544
2277,100.44872
2279,93.2804
2280,78.20791
2282,95.22637
2283,102.42773
2288,91.89179
2289,114.20713
2291,93.081795
2292,114.21566
2297,93.670876
2298,102.83366
2299,93.60818
2300,112.850685
2301,91.86482
2304,94.35405
2305,103.40687
2306,95.181725
2308,92.30262
2309,114.012794
2311,93.037254
2312,103.74377
2316,102.83799
2321,102.86712
2322,112.47085
2325,102.82081
2326,93.405464
2329,114.21566
2330,97.5456
2331,102.27445
2332,114.17986
2333,95.181725
2334,102.54811
2335,111.042145
2337,114.20192
2338,94.79629
2340,114.17986
2342,97.20495
2345,93.709114
2349,95.50266
2351,78.20216
2352,92.8782
2354,112.37545
2355,113.3339
2357,112.90993
2358,93.75344
2360,93.62461
2361,112.37545
2364,93.09025
2366,93.79989
2369,103.41917
2370,94.832016
2371,114.09562
2373,114.19433
2374,93.94881
2376,112.419975
2378,114.17957
2382,93.07762
2383,93.51125
2386,102.011894
2387,92.63622
2389,106.694115
2390,112.969055
2392,93.575096
2398,114.17986
2399,93.06414
2400,111.96301
2401,112.578285
2402,94.10694
2404,93.3283
2407,114.199425
2408,112.518654
2409,113.27967
2412,78.20605
2413,93.58741
2415,92.24454
2420,114.08675
2422,94.21151
2423,101.8678
2426,92.57072
2432,102.3944
2434,93.489876
2435,107.77664
2436,114.08567
2438,112.699
2440,112.490814
2443,93.47076
2444,93.27171
2447,102.864494
2450,92.5993
2454,92.19044
2455,112.416664
2459,95.181725
2460,109.9826
2463,93.76193
2465,94.7136
2468,78.21171
2469,93.549034
2474,92.79189
2478,94.06156
2480,93.52288
2481,114.21796
2489,95.22637
2490,112.66714
2492,91.92684
2496,95.181725
2497,113.28626
2500,92.639496
2505,95.04551
2507,92.333275
2508,114.1847
2509,94.24752
2510,78.19018
2513,91.958374
2515,95.22637
2518,93.51125
2519,112.8714
2520,93.51126
2521,113.97845
2523,114.17184
2525,94.3421
2529,114.15973
2530,92.4418
2533,114.19026
2535,92.99454
2538,99.93662
2544,112.97352
2553,112.168335
2556,91.969154
2558,91.87695
2559,114.21216
2560,92.79306
2561,112.37561
2562,91.93716
2563,113.39648
2564,93.20223
2565,113.57583
2567,100.72013
2572,93.838295
2575,92.32851
2576,112.37116
2577,91.87391
2578,93.60537
2579,112.363396
2580,94.32485
2582,112.50122
2583,93.62234
2587,92.37229
2589,112.368454
2590,95.14955
2591,114.15974
2594,94.33296
2597,93.625374
2598,103.36739
2599,93.09079
2600,101.83311
2602,114.208916
2603,93.838295
2604,100.08485
2606,112.36454
2607,78.197136
2608,102.349304
2613,114.17835
2614,93.806755
2615,112.35726
2617,112.41149
2620,94.505165
2623,113.8941
2624,93.62806
2627,114.17835
2629,78.197136
2630,103.958855
2632,93.541466
2636,93.5193
2639,93.53617
2640,104.533775
2642,114.15973
2644,103.08442
2646,113.77947
2647,93.72599
2649,93.12017
2650,102.86404
2652,103.724976
2653,98.526955
2655,110.09233
2657,114.09257
2659,111.82105
2662,92.18757
2663,114.21731
2664,93.30272
2665,101.64901
2670,92.01715
2671,102.82612
2672,91.87375
2675,103.724976
2677,112.19069
2679,112.605316
2683,112.38798
2684,93.84782
2685,92.05246
2688,102.926895
2689,92.91097
2690,102.23324
2693,95.71305
2694,113.64579
2697,93.835335
2699,92.068535
2703,93.74064
2705,102.7789
2709,78.19744
2710,92.29938
2711,112.507225
2712,91.90689
2713,92.83256
2714,114.171555
2715,93.640175
2717,91.87076
2718,114.211205
2720,112.41134
2721,93.112274
2726,93.06571
2728,92.58444
2731,102.75587
2732,111.36408
2734,93.518135
2736,102.85175
2737,93.670586
2738,101.05927
2739,113.88288
2746,92.256226
2749,100.166756
2751,114.21341
2752,102.6979
2753,92.4786
2757,107.8886
2758,91.92913
2759,113.07009
2760,93.55865
2762,112.35522
2764,91.99053
2765,114.098495
2769,112.48467
2771,112.44216
2774,93.529366
2776,92.38448
2777,114.20817
2778,91.93449
2779,112.391655
2782,91.02233
2784,92.012184
2787,94.65869
2789,91.87258
2792,92.15507
2798,94.031944
2799,103.81538
2800,92.57793
2801,78.19868
2802,93.68946
2804,92.90142
2807,102.72957
2808,93.486916
2809,114.14612
2811,114.210175
2812,94.34987
2814,91.85131
2816,93.39678
2817,112.02736
2818,112.19735
2820,113.11031
2821,78.19744
2822,92.09835
2823,102.56474
2824,93.20154
2826,91.99806
2829,92.616806
2834,92.009865
2835,78.16398
2838,92.45935
2839,110.992226
2840,94.19715
2841,112.63959
2842,94.15795
2846,113.779755
2848,92.42849
2849,91.90725
2850,114.17155
2851,93.62457
2853,91.8632
2854,114.15973
2858,113.65656
2861,92.75379
2864,91.9027
2865,114.21731
2866,112.37183
2867,92.05602
2868,112.33468
2870,112.36639
2877,93.66781
2878,114.17835
2880,112.32843
2882,78.19829
2883,93.55096
2884,102.69725
2885,94.49282
2887,94.088615
2888,112.657326
2889,94.987816
2890,102.89996
2891,92.3663
2892,114.213554
2893,93.70016
2898,114.13514
2899,91.91742
2900,112.36526
2901,92.452385
2909,93.333015
2910,107.104126
2911,112.38857
2913,112.38027
2914,95.66468
2918,92.05691
2919,112.35105
2920,92.55801
2921,114.17835
2922,94.45733
2923,102.71558
2925,114.20023
2926,93.36653
2927,114.13801
2929,112.34223
2933,91.915596
2934,112.857796
2936,114.16924
2941,101.287766
2942,92.03611
2943,113.80117
2945,102.73585
2950,92.002686
2951,112.372665
2953,114.17144
2954,92.90145
2955,100.32368
2956,94.188095
2960,93.455315
2962,92.81454
2963,107.97881
2964,103.92417
2966,78.20733
2967,93.81689
2968,114.14847
2969,91.880394
2971,93.542816
2972,93.46056
2974,96.122375
2975,114.1753
2977,114.21163
2980,112.55251
2981,91.84461
2983,93.56929
2984,103.71981
2985,114.21313
2986,102.47613
2987,93.46056
2989,91.90584
2990,112.36001
2991,92.55256
2992,78.20304
2995,94.371765
2996,104.2255
3002,109.59896
3004,112.43508
3005,114.208725
3006,92.34704
3010,92.32726
3011,99.75306
3014,93.93157
3015,91.98348
3016,94.065605
3017,114.1827
3018,93.08117
3021,101.19262
3024,104.878685
3028,92.149345
3030,91.92588
3032,93.02974
3039,91.87755
3040,104.422264
3041,112.72947
3043,94.258125
3044,112.35546
3046,112.3937
3055,93.67898
3056,112.15975
3058,92.50033
3059,112.53257
3061,114.21412
3063,104.204315
3066,92.6724
3067,104.878685
3068,78.20238
3069,92.89613
3072,114.20541
3073,112.30179
3074,91.88652
3077,91.91384
3082,93.0245
3084,94.37176
3085,114.174866
3088,104.03565
3091,92.10569
3092,114.197136
3093,92.84643
3094,102.82996
3096,113.948845
3097,93.47775
3098,78.20081
3102,114.19651
3106,92.255226
3109,93.920296
3111,92.856606
3112,114.208725
3113,93.27619
3115,109.54293
3116,112.36092
3117,93.578835
3121,114.19863
3122,92.64037
3123,92.132744
3124,107.25143
3125,94.065605
3126,100.78083
3127,114.21075
3129,91.72744
3130,112.32157
3132,102.97992
3134,104.36812
3135,92.2994
3137,78.19825
3138,93.8995
3140,93.27715
3144,113.49681
3145,92.50306
3146,112.36625
3147,93.93547
3148,101.79366
3149,102.91137
3150,112.519035
3151,93.95524
3152,93.01389
3155,98.53767
3156,114.16179
3159,91.866585
3161,92.2886
3162,104.60617
3163,92.17984
3165,100.47607
3172,94.444725
3173,112.91038
3176,92.00454
3177,102.82309
3179,114.1753
3183,92.04969
3186,91.97473
3187,103.10389
3189,113.182045
3190,93.895164
3192,114.21075
3193,94.444725
3194,112.38069
3197,93.68142
3198,93.67414
3200,93.22466
3201,114.21302
3202,93.67413
3204,94.05401
3205,91.8669
3206,114.17284
3208,102.9287
3210,101.340256
3211,93.13409
3212,114.21412
3213,92.29389
3214,113.27381
3216,103.24972
3219,92.27148
3220,113.73092
3221,93.27619
3226,108.273926
3227,92.97431
3228,112.20019
3229,93.314735
3232,78.2067
3233,92.07558
3234,91.87728
3236,94.026924
3238,114.17263
3239,114.11007
3240,92.75298
3247,112.22068
3249,101.24204
3252,114.19565
3253,92.35288
3254,101.838585
3255,93.45672
3256,114.16709
3257,93.70136
3262,97.44213
3263,105.05026
3264,94.18809
3266,112.39142
3267,91.93935
3269,94.44254
3272,114.21313
3274,93.68141
3275,99.24111
3277,92.54383
3279,106.45901
3280,102.81807
3283,91.95625
3285,94.19904
3287,93.45186
3288,104.878685
3290,111.696205
3291,91.99422
3298,112.37613
3299,92.76948
3302,114.21
3303,91.904175
3304,107.736786
3307,91.996284
3309,93.42999
3314,78.20302
3316,112.8238
3317,92.141945
3319,93.06988
3320,113.55582
3321,92.1211
3322,102.85436
3324,91.93455
3326,93.532234
3329,112.50124
3330,93.41665
3331,112.37877
3335,114.21351
3337,92.66124
3338,101.56815
3339,93.77376
3340,112.69561
3341,92.44935
3343,92.06783
3346,100.070076
3348,92.203804
3351,104.22694
3352,114.21405
3355,92.019066
3356,113.22741
3358,108.86521
3359,95.34368
3360,108.85956
3371,114.15543
3372,93.76624
3374,92.8206
3377,112.712074
3378,91.87653
3380,102.659996
3382,92.77074
3386,92.8984
3389,113.600075
3391,103.097565
3393,93.5179
3394,102.75996
3395,92.035835
3397,114.189354
3398,94.152176
3399,78.20027
3400,93.131454
3404,102.84847
3407,112.373955
3409,106.62777
3419,92.97152
3421,92.11829
3425,94.99275
3427,78.19993
3428,114.21412
3429,112.37212
3431,92.97927
3435,95.470894
3436,114.17904
3439,94.35008
3441,92.04652
3442,114.21412
3443,99.32
3444,102.1805
3445,93.88699
3446,112.446495
3449,91.93494
3453,92.12432
3457,91.91886
3460,103.29644
3461,94.07609
3462,93.42414
3464,105.253
3465,78.202415
3466,94.31732
3467,101.44593
3468,93.58799
3469,102.3735
3470,102.53977
3472,114.174614
3473,93.405205
3475,91.86086
3476,112.3673
3478,102.88389
3479,95.90651
3483,92.542076
3484,102.83384
3485,91.96584
3487,91.97113
3488,112.3732
3496,110.83262
3497,93.754196
3499,93.14502
3500,78.20315
3501,92.52737
3504,91.92105
3508,110.46082
3511,91.94279
3512,114.19462
3515,93.59579
3517,94.80962
3518,101.699356
3526,112.52088
3528,114.213104
3529,92.723885
3530,114.047844
3531,93.65502
3532,114.13924
3533,92.551186
3534,92.7199
3535,78.201256
3536,93.563736
3537,112.36878
3538,92.24383
3539,112.44825
3540,102.75071
3545,112.371445
3546,91.88268
3550,104.83176
3551,92.731636
3553,96.6394
3554,103.29644
3557,92.01244
3558,112.65258
3559,91.93494
3561,93.21055
3562,114.189354
3563,91.671875
3564,104.22694
3565,93.88699
3567,92.32633
3571,104.22694
3572,92.71667
3574,93.01119
3576,92.07342
3577,112.37196
3578,92.49502
3579,91.95643
3583,92.52088
3585,93.13572
3586,107.840485
3587,112.37197
3593,91.98768
3594,113.69671
3595,91.871124
3599,92.38673
3600,102.940025
3601,114.174614
3602,91.93494
3604,92.02826
3609,114.21334
3610,111.61161
3612,112.747734
3614,114.19025
